"Datetime","Tweet Id","Tweet","Username"
"2021-06-29 23:20:37+00:00","1410015377954807809","@Titiektitiek2 @ND45MUpetal @jokowi Ini juga artikel dari situbondo, mohon bantuannya sekarang musim panen para tengkulak juga tidak berani membeli harga gabah 
https://t.co/fVpCZ47fTB","zackariemt"
"2021-06-29 23:13:50+00:00","1410013669446979584","Harga pupuk naik dari 3x lipat sementara harga gabah anjlok. Harga kopi turun. Buat mereka itu cuma statistik. Kan kalian punya lahan masih bisa makan... Jangan salahkan ya kalau petani ngomong ke anaknya sekolah yg pintar buat jadi pegawai negeri setelah lulus, hidupnya enak.","wisnukucing"
"2021-06-29 23:06:41+00:00","1410011872082812936","@Titiektitiek2 @jokowi Biasanya kalau harga gabah anjlok bulog akan membeli gabah dari petani, mekanisme begitu bu, sudah puluhan tahun, ini fakta bu semoga anda bisa membantu","zackariemt"
"2021-06-29 23:02:13+00:00","1410010746524602371","Harga gabah petani di Cirebon masih rendah - ANTARA News Jawa Barat https://t.co/aaWh3meDh6","Antara_Jabar"
"2021-06-29 23:00:23+00:00","1410010286635945988","@Titiektitiek2 @ND45MUpetal @jokowi Tidak Ada artikel tebaru harga gabah saat ini di seluruh daerah, tapi fakta di lapangan begitu","zackariemt"
"2021-06-29 22:48:48+00:00","1410007369317187584","@Titiektitiek2 @ND45MUpetal @jokowi Sekarang seluruh daerah harga gabah anjlok, jangan ngegas, saya memohon dengan sungguh kepada yang terhormat ibu @Titiektitiek2 untuk menyampaikan kepada bulog untuk membeli gabah dari petani, saya tidak butuh debat panjang, jika anda berkenan menolong saya terima kasih","zackariemt"
"2021-06-29 22:24:31+00:00","1410001261286465538","@zackariemt @jokowi Makanya, sudah baca UU otonomi daerah? 
Paham DESENTRALISASI? 

Wewenang kepala daerah sudah beda dengan jaman orba. 

Pemerintah DAERAH bisa gunakan APBD untuk beli mesin pengering gabah. 

Fasilitasi penjualan gabah ke harga yang baik. 

PEMERINTAH DAERAH itu presiden daerah.","Titiektitiek2"
"2021-06-29 22:22:08+00:00","1410000658413936647","@Titiektitiek2 @jokowi Pem daerah bisa apa, ini bukan banjir tapi harga gabah anjlok di semua daerah, seharusnya bulog yang turun membeli gabah petani","zackariemt"
"2021-06-29 22:17:40+00:00","1409999534495698944","@Titiektitiek2 @jokowi Bukan banjir ini harga gabah seluruh daerah turin, seharusnya yang turun tangan bulog menyerap , pem kab bisa apa ini seluruh daerah","zackariemt"
"2021-06-29 17:52:18+00:00","1409932755341766657","@Syahrul_YL harga gabah alias padi berapa pak?.. seimbangkah dengan kenaikan harga pupuk?","ArinulMochid"
